baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000003153.10	956.741182537207	4.7259801606541	0.172483799375324	27.3995597138396	2.77585323297093e-165	1.96903713294638e-162
ENSMUSG00000040703.11	1281.0683588236	7.44474164558059	0.279154750407584	26.6688696313095	1.0814269135601e-156	7.41534434628159e-154
ENSMUSG00000060716.7	785.323611510915	6.76240703128898	0.254328885516332	26.5892213444812	9.04508841514688e-156	6.00214560606408e-153
ENSMUSG00000038295.14	590.273996539272	5.22631776200635	0.198718023072097	26.3001698648652	1.90915244371556e-152	1.22728671623977e-149
ENSMUSG00000012350.15	1123.1428418689	7.63501825908117	0.291754039029464	26.1693661019381	5.93372510378103e-151	3.69886845787514e-148
ENSMUSG00000024421.16	608.622795319465	5.92317606892463	0.229582618562379	25.7997583005844	8.92263466483628e-147	5.39845640265727e-144
ENSMUSG00000048699.4	2299.03900154442	9.76755356496716	0.387003501598684	25.238928135322	1.49843862672774e-140	8.80696599726184e-138
ENSMUSG00000031297.14	750.593246988722	3.9343361562026	0.157483435210076	24.9825395982401	9.46438737633962e-138	5.40810868663006e-135
ENSMUSG00000020911.14	1591.24372295514	3.59984699434118	0.144807294211612	24.8595694984853	2.03771496960645e-136	1.13291444972363e-133
ENSMUSG00000074227.12	700.715359349298	3.95390958499508	0.159056855907483	24.8584668824016	2.09443375488252e-136	1.13380517820233e-133
ENSMUSG00000024331.11	684.124759024018	5.57167325186003	0.226040315391458	24.6490244105835	3.76983946685255e-134	1.98844532493907e-131
ENSMUSG00000043439.5	616.572369668131	5.199812664774	0.211124223609347	24.6291618075785	6.15480114555742e-134	3.16526035913154e-131
ENSMUSG00000018849.6	986.829154077401	3.64699572532661	0.148533917872058	24.5532857247326	3.98927083337023e-133	2.00154366617705e-130
ENSMUSG00000048373.8	821.663696038006	7.28378094342074	0.29725302835567	24.503639151173	1.35093217524072e-132	6.61667280401829e-130
ENSMUSG00000074272.10	491.907100383823	4.84248736229657	0.19916933858211	24.3134179024258	1.41398614304927e-130	6.76444394155034e-128
ENSMUSG00000038807.19	1042.01566462334	3.00181862431502	0.124074368986457	24.193704540562	2.59146227887695e-129	1.21156751224495e-126
ENSMUSG00000019866.15	1525.83751971199	2.95575733022485	0.123178933211292	23.995639945629	3.08806860123182e-127	1.38538830082702e-124
ENSMUSG00000115388.2	570.379134006338	6.4026452487879	0.266826836679101	23.9955070804517	3.09794671323917e-127	1.38538830082702e-124
ENSMUSG00000035557.9	5272.95978543933	11.7057831707389	0.493252962424637	23.7318051030001	1.69365609165624e-124	7.41280839605543e-122
ENSMUSG00000018166.8	651.12649508941	6.90211326230014	0.291766686690633	23.6562759806044	1.01721752795391e-123	4.35941286823749e-121
ENSMUSG00000030494.13	492.011787004984	5.67982420029216	0.24066204041926	23.6008312336971	3.7791092915654e-123	1.58653178034269e-120
ENSMUSG00000022123.9	517.332228096526	4.71146213401514	0.199953604315717	23.5627767258248	9.28583630602716e-123	3.82037877302569e-120
ENSMUSG00000026639.18	397.819297521254	4.37640630874892	0.190224485129903	23.0065351774263	4.00953524225775e-117	1.61725783271538e-114
ENSMUSG00000026479.13	618.937395226373	3.27055851170091	0.142502013066916	22.9509635780733	1.44118459877008e-116	5.70127084255756e-114
ENSMUSG00000063011.7	7898.76718917436	1.96098271440284	0.0855884424613204	22.9117700709305	3.54638519359621e-116	1.3764658456126e-113
ENSMUSG00000029019.8	391.476531985631	5.40304804348254	0.238643923728879	22.6406269183744	1.72571794026301e-113	6.57402662021303e-111
ENSMUSG00000056413.16	455.072110409289	5.86423044201548	0.260549256287886	22.5071854956131	3.52979777983426e-112	1.32020854779946e-109
ENSMUSG00000005968.14	840.646940018046	2.84013533357009	0.126615786237576	22.4311313617797	1.95599579339992e-111	7.18514097607674e-109
ENSMUSG00000046410.10	410.921721646975	4.31313084999252	0.192708249111274	22.381661760115	5.93896015141883e-111	2.14333946096205e-108
ENSMUSG00000030513.14	1147.39853917851	2.48061132819468	0.113094951166871	21.933882128253	1.23433878228076e-106	4.37785915349957e-104
ENSMUSG00000041607.17	410.422283921275	4.94783837272411	0.225790841410828	21.9133705415513	1.93702933680717e-106	6.75366618431531e-104
ENSMUSG00000022218.16	1088.85936740995	8.7891763951683	0.401179603284669	21.9083331336057	2.16356729675646e-106	7.41779047692953e-104
ENSMUSG00000033987.16	702.000712202254	4.76604732685037	0.217854647039063	21.877189179241	4.28449303618235e-106	1.44485747946405e-103
ENSMUSG00000015468.14	432.434228026059	6.16651857561671	0.283231605145888	21.7720002414294	4.27559297396947e-105	1.41860037205687e-102
ENSMUSG00000020435.17	351.723238977963	4.72027077297519	0.218246973658604	21.6281155877971	9.76930953601801e-104	3.18991216611788e-101
ENSMUSG00000084128.10	426.582499072623	4.25574620597318	0.196963341552252	21.6067932866796	1.55049888641131e-103	4.98364259255734e-101
ENSMUSG00000037411.10	6821.74543600807	-2.10859697351008	0.0977948730823352	-21.5614265559178	4.13658337560264e-103	1.30913317876187e-100
ENSMUSG00000021118.7	373.754709129746	5.26485400710418	0.244433512959665	21.5390023379198	6.7137187338235e-103	2.09254406171944e-100
ENSMUSG00000042377.8	327.383949393761	4.34446603462067	0.203191683579959	21.3811213041652	2.00259724005582e-101	6.14857131719229e-99
ENSMUSG00000056724.15	585.979810414793	3.22394920888158	0.151164512752448	21.3274210340705	6.31974532401086e-101	1.91181589794452e-98
ENSMUSG00000002799.6	416.067334767235	4.60664622922378	0.216280516742091	21.2994045816761	1.14973192548182e-100	3.42770078827342e-98
ENSMUSG00000044646.15	584.304380692035	3.32353061968203	0.156311992134343	21.2621602111347	2.54431293833794e-100	7.4770087792214e-98
ENSMUSG00000024479.3	697.149304617605	7.62924034319166	0.35985337296438	21.2009693846801	9.35496359515406e-100	2.71043600163259e-97
ENSMUSG00000025813.14	464.940390785738	3.13535380898165	0.147993220381618	21.1857935174109	1.29131726360791e-99	3.68940103189977e-97
ENSMUSG00000063727.3	1540.85160611937	-2.41437812357938	0.113981246598224	-21.182240023132	1.39250894859542e-99	3.92401391528169e-97
ENSMUSG00000018920.11	341.355467665585	3.63015034736348	0.171872905703541	21.1211321092402	5.08613795782315e-99	1.41387762068081e-96
ENSMUSG00000038732.15	698.938427779571	2.9747444467791	0.141360270152553	21.0437094069558	2.61129881673002e-98	7.16227039452711e-96
ENSMUSG00000026380.10	326.761080323277	4.9127719636627	0.233858118200716	21.0074895045814	5.60191127748516e-98	1.51627522222562e-95
ENSMUSG00000024011.17	355.018749131915	5.22761322326388	0.250666070317728	20.8548896012839	1.37615424403324e-96	3.67647648753348e-94
ENSMUSG00000041439.15	826.475268109308	2.89608374526438	0.139154447826813	20.8120098961462	3.36919502130749e-96	8.88560394657903e-94
ENSMUSG00000033644.5	497.798384343112	7.07048935524152	0.342151647105535	20.6647824584654	7.18802429268567e-95	1.87170693322578e-92
ENSMUSG00000044041.4	900.067476591824	8.62135095483972	0.418012136830977	20.6246426723389	1.64944834832896e-94	4.24135024668438e-92
ENSMUSG00000026110.15	375.405961328269	3.46250229657758	0.168052701314687	20.6036693816297	2.544159330568e-94	6.46122241840919e-92
ENSMUSG00000044017.16	409.34048324344	6.37051936732971	0.309452388905481	20.586428141214	3.63176121405988e-94	9.11084877249095e-92
ENSMUSG00000003526.12	321.860250993304	4.86664018375726	0.237341712064188	20.5047824987506	1.9513999473051e-93	4.83641545976063e-91
ENSMUSG00000068876.16	592.598982850413	7.63004754184235	0.372986236533423	20.4566463705387	5.2422383513754e-93	1.28378672769218e-90
ENSMUSG00000022665.15	14775.9162509421	-1.66087650484643	0.081594818289684	-20.3551713167601	4.17787778924058e-92	1.01109557649962e-89
ENSMUSG00000022346.16	4526.93871365299	2.52792272779354	0.124496096566223	20.305236850931	1.15585534520342e-91	2.76477910536971e-89
ENSMUSG00000057963.9	648.783263266183	3.20073024674716	0.157644906476472	20.3034168263779	1.19947529799422e-91	2.83613866149875e-89
ENSMUSG00000022865.14	951.780749548112	3.40917421560691	0.168253186869326	20.2621672673259	2.77476037302815e-91	6.48631768563206e-89
ENSMUSG00000023043.7	403.323111051951	6.11361233184257	0.302419047130295	20.2156986798803	7.12296408473039e-91	1.64636510322459e-88
ENSMUSG00000022055.7	393.718876605	5.6611836161884	0.28132771153961	20.1230926921727	4.63258383992745e-90	1.05885424634608e-87
ENSMUSG00000030353.15	600.859217278765	2.69978743898968	0.13505777238895	19.9898709362288	6.74700795575176e-89	1.52519451272274e-86
ENSMUSG00000021678.9	320.797631009266	4.24839735878307	0.212738444592235	19.9700499217533	1.00353048598038e-88	2.24387235077199e-86
ENSMUSG00000024812.11	1730.907176877	2.04211975619132	0.102267363143007	19.9684405017433	1.03638984049017e-88	2.29242746330358e-86
ENSMUSG00000028128.13	1673.97330444067	-2.08964308033942	0.105024489119871	-19.8967221630983	4.3442587516926e-88	9.50699433841154e-86
ENSMUSG00000029832.16	302.784880138957	4.90215560992248	0.248065028936746	19.7615747408413	6.37835187040111e-87	1.38114817185286e-84
ENSMUSG00000003279.17	434.926788303913	6.81030772061093	0.345016273324649	19.7390913042605	9.95522676141419e-87	2.13321843446928e-84
ENSMUSG00000017861.11	421.470900436453	3.35599326218114	0.170662771861825	19.6644717859047	4.34670574871297e-86	9.21815298523449e-84
ENSMUSG00000016028.11	354.465385555055	6.33560549683352	0.322475230518179	19.6467973265822	6.15777543994314e-86	1.29256733239868e-83
ENSMUSG00000028179.12	494.480761169731	3.02718486546726	0.154158039287062	19.6368926295842	7.48397291744472e-86	1.55507885742177e-83
ENSMUSG00000025582.4	396.189116185176	3.13383913123946	0.159766009223901	19.6151806411313	1.14728650282518e-85	2.36008306496168e-83
ENSMUSG00000028434.12	920.87457863953	2.52812248106207	0.129250091881682	19.5599279215705	3.39556961705549e-85	6.91586758341074e-83
ENSMUSG00000041362.17	430.819599717326	3.34902323030527	0.171499507536451	19.5278883211571	6.3616095970767e-85	1.28298697079867e-82
ENSMUSG00000000308.14	337.189458196057	6.1460426394478	0.315114177650581	19.5041768201967	1.01172767273253e-84	2.02060679182339e-82
ENSMUSG00000030093.7	345.328209589172	6.46391024128344	0.332840959338299	19.420417048833	5.18670307063085e-84	1.0259198929418e-81
ENSMUSG00000039457.4	304.440519622285	3.85226230542907	0.198840457569123	19.3736342820972	1.28834555929155e-83	2.52405300001776e-81
ENSMUSG00000102752.1	272.777400993849	4.12177581405594	0.213317416417334	19.3222657731429	3.48990744027371e-83	6.77272508998778e-81
ENSMUSG00000031075.19	1894.31857088216	1.85341971883483	0.095982056653709	19.3100646459549	4.42018926507548e-83	8.49791713755773e-81
ENSMUSG00000042216.13	336.23546476346	3.36721004144683	0.175004540399923	19.2407010341105	1.68908513757869e-82	3.2172379967714e-80
ENSMUSG00000019996.17	283.803821816024	4.80664223166098	0.250985267793103	19.151093105685	9.47763393318465e-82	1.78866429027102e-79
ENSMUSG00000021182.16	282.630467459327	4.04999624853578	0.211525691603621	19.1465926329416	1.03330480405717e-81	1.93237392038727e-79
ENSMUSG00000020782.18	739.417168446257	3.35880642169236	0.175748764612209	19.1114084306857	2.02917687652273e-81	3.76055833576118e-79
ENSMUSG00000053030.11	669.081079907337	8.19284250819568	0.428713866625002	19.110281112885	2.07348941639213e-81	3.80837060576809e-79
ENSMUSG00000030168.13	2288.99497514153	2.06212001057015	0.108044702312089	19.0858039907749	3.31339299665092e-81	6.03184135700053e-79
ENSMUSG00000022102.13	284.523268128292	5.57772431835511	0.292401067863612	19.0755948981582	4.02812704640099e-81	7.26864925188725e-79
ENSMUSG00000024965.9	325.769640138645	5.51485589850283	0.289283080939925	19.0638729392131	5.04020878787739e-81	9.01583782395007e-79
ENSMUSG00000040152.8	87361.5302574291	-1.86661268695441	0.0980774585907197	-19.0320254396461	9.26033230588255e-81	1.64219220572681e-78
ENSMUSG00000029449.11	329.259145493761	3.79964520669397	0.200407952637116	18.9595530351736	3.68260245163432e-80	6.47477051560423e-78
ENSMUSG00000029154.13	684.391560204532	8.34800932953362	0.441978545067004	18.8878157609847	1.43668464349153e-79	2.50457964417494e-77
ENSMUSG00000085925.3	316.606807699988	3.2605439330583	0.173005922535725	18.84642956304	3.14356658076071e-79	5.43414354057383e-77
ENSMUSG00000028954.11	2513.93372787343	1.8042137716876	0.0958650076262976	18.8203580885407	5.14357817319868e-79	8.81737888340584e-77
ENSMUSG00000044737.6	401.724544088173	6.98821302190474	0.372634461534092	18.753533940836	1.81144091796731e-78	3.07959926640541e-76
ENSMUSG00000025085.16	1365.57358555199	2.089914210094	0.112415913971351	18.5909106305591	3.80659956025608e-77	6.41848848803506e-75
ENSMUSG00000026638.15	422.440514155034	7.2237439186541	0.390026644367961	18.5211549594521	1.39413950841666e-76	2.33161331932025e-74
ENSMUSG00000033491.13	613.568625956105	2.70601393793636	0.146319159502572	18.4939139011989	2.31152071852502e-76	3.83470102425631e-74
ENSMUSG00000042367.12	516.323238433274	3.15453407198912	0.170671194516844	18.4831077143354	2.82434658548255e-76	4.64797068879693e-74
ENSMUSG00000003283.15	327.765612763469	3.54783318019114	0.192484252142994	18.4318100867572	7.29992481832042e-76	1.19179963045769e-73
ENSMUSG00000006310.10	277.057734332677	5.50322203108018	0.299379196904137	18.3821123444403	1.82713215397344e-75	2.95952248341634e-73
ENSMUSG00000014846.12	499.624867594828	3.67099317063637	0.199738466678843	18.3789994570195	1.9350488651591e-75	3.1098351722803e-73
ENSMUSG00000052180.15	272.710937148977	4.72750675007772	0.258258462180046	18.3053314504053	7.50339918231907e-75	1.19653042309679e-72
ENSMUSG00000025481.12	228.002902504364	4.53958503577199	0.248456201229519	18.271168170918	1.40412548379296e-74	2.22186656362346e-72
ENSMUSG00000002384.2	231.756348179785	4.37665133701877	0.239741058665121	18.2557437653274	1.86256988077856e-74	2.92480343645006e-72
ENSMUSG00000092586.8	2209.82851945126	11.0395746824045	0.605579942061752	18.2297561653368	2.99654089476796e-74	4.66983657168725e-72
ENSMUSG00000031298.15	1831.6092245944	-1.94385454304072	0.106743261739798	-18.2105597239397	4.255737665567e-74	6.58231424950217e-72
ENSMUSG00000027377.2	353.515047178112	6.97223343193794	0.38298446124286	18.2050034335902	4.71024149197168e-74	7.23092371129474e-72
ENSMUSG00000027456.8	269.525855538367	5.92021582517153	0.325514545935889	18.1872542996513	6.51218043862514e-74	9.92311583725613e-72
ENSMUSG00000047501.3	1370.23948339974	10.1261046584444	0.560420240886727	18.0687703970548	5.61512408472522e-73	8.49328805491783e-71
ENSMUSG00000036473.16	1396.71769634127	1.85291822861491	0.102985822852075	17.9919738202837	2.25191943803975e-72	3.3813310043734e-70
ENSMUSG00000034382.14	221.129943504739	4.11002180381741	0.229455729718663	17.9120469506547	9.49775996422102e-72	1.41578565379703e-69
ENSMUSG00000033361.13	545.292955999216	2.38359752877468	0.133076548171376	17.9114769771837	9.59552489041199e-72	1.42006865122781e-69
ENSMUSG00000071847.13	904.482741667309	2.23467904333014	0.125049692245354	17.8703282127683	2.00809418882813e-71	2.95060753988453e-69
ENSMUSG00000026249.10	13487.2661121678	-1.90673069876719	0.106933415571025	-17.8310090310427	4.0602674729121e-71	5.92367107696984e-69
ENSMUSG00000028111.4	1337.82421779784	-1.72253605613315	0.0969090024747265	-17.7747785256832	1.10834549126993e-70	1.60561796485308e-68
ENSMUSG00000027544.16	342.852472455104	7.01305320874221	0.394931557488097	17.7576419907988	1.50422554451155e-70	2.16387578154875e-68
ENSMUSG00000006342.15	294.17798351882	3.44685523241512	0.194995245333557	17.6766116861925	6.34995191483471e-70	9.07117089167117e-68
ENSMUSG00000023092.16	1576.22275670204	-1.71608755931915	0.0970979793822638	-17.6737721035688	6.67785647690429e-70	9.47380590251022e-68
ENSMUSG00000024529.14	33022.9839412424	-1.57581896775622	0.0891770586811398	-17.6706766410708	7.05456420809136e-70	9.939687693469e-68
ENSMUSG00000026450.14	331.37739356185	6.96859524913777	0.394497879149634	17.6644682201056	7.87514601058923e-70	1.10203828968593e-67
ENSMUSG00000026981.15	4583.87015489546	-1.68032839556494	0.095890700701562	-17.5233717479506	9.50231385575603e-69	1.32075742112674e-66
ENSMUSG00000039621.13	338.374270791326	3.58579740366049	0.204816808226549	17.5073395328679	1.25944310096601e-68	1.73879221677663e-66
ENSMUSG00000098678.1	252.826179120095	6.08585247706221	0.349314326101563	17.4222813732889	5.59030093538814e-68	7.6665387027913e-66
ENSMUSG00000020173.17	659.009183317669	2.18993156871638	0.126196891382797	17.3532924996829	1.86256339309439e-67	2.53740341452614e-65
ENSMUSG00000031803.8	232.095705088603	5.53414562255736	0.318933280366742	17.3520481029563	1.90335583448324e-67	2.57591663626018e-65
ENSMUSG00000027220.2	881.849819097551	-2.20969849893877	0.127518598429853	-17.3284409187912	2.87003838549041e-67	3.85879474692308e-65
ENSMUSG00000032420.8	1270.30261811843	2.43699722006415	0.140812513895821	17.3066807248903	4.18877019679105e-67	5.59527218949277e-65
ENSMUSG00000041649.13	442.971703028959	3.27233108880538	0.189439892801478	17.2737169579936	7.4205354693838e-67	9.84824742843188e-65
ENSMUSG00000000120.6	225.011118165595	5.3394456280728	0.309714707430129	17.2398839963949	1.33304047237345e-66	1.75781894597399e-64
ENSMUSG00000022596.3	1174.77953557647	2.37013817666081	0.137539586206289	17.2324073529344	1.51704114587578e-66	1.98771040839558e-64
ENSMUSG00000028581.17	325.080341210165	7.03995656492637	0.408779650854094	17.2218860459841	1.81960712661261e-66	2.36905937984482e-64
ENSMUSG00000087166.9	1422.75074097337	10.4056453089361	0.606420448677471	17.1591266944074	5.37152667151104e-66	6.94953931821721e-64
ENSMUSG00000023039.17	469.150574969889	3.35551576867597	0.195619364052555	17.1532904471282	5.93922081993868e-66	7.63598196793492e-64
ENSMUSG00000051375.15	308.152493820028	2.80838372179425	0.163898912053536	17.1348527370146	8.15591664247792e-66	1.04208298914542e-63
ENSMUSG00000038235.4	1106.05562204514	2.20990125637546	0.129115100425564	17.1157459436706	1.13255519949564e-65	1.43813537091511e-63
ENSMUSG00000025357.8	793.713021599661	2.07634018385207	0.121315024941865	17.1152764041146	1.14172465832627e-65	1.44088453659078e-63
ENSMUSG00000037465.10	1524.7256161815	1.82982959514253	0.107011180560406	17.0994244298577	1.49877131148252e-65	1.87995272246994e-63
ENSMUSG00000026202.13	1692.21394877475	2.18777289917207	0.128013400918643	17.0901865232256	1.75611260608225e-65	2.1893934799829e-63
ENSMUSG00000035852.11	705.933102272912	8.97540897939145	0.525462019302282	17.0809852086154	2.05617484428812e-65	2.54804654950909e-63
ENSMUSG00000038028.9	785.566876753755	2.35363938811944	0.137925827997534	17.0645296989736	2.725755542941e-65	3.35757588466103e-63
ENSMUSG00000011179.8	2390.80896093442	1.54323732274259	0.0904405770769802	17.0635501521516	2.77185756271367e-65	3.39404059062994e-63
ENSMUSG00000073722.3	526.101192070826	8.22629109959626	0.482188751246895	17.0603131622707	2.92980372945356e-65	3.56621257506445e-63
ENSMUSG00000051076.8	200.199611568457	4.73378004265773	0.277731083482034	17.0444733204087	3.84189316754453e-65	4.64891672644462e-63
ENSMUSG00000052397.8	2073.02920024666	1.91643765934626	0.112525357608904	17.0311625758798	4.8236324011188e-65	5.80274515341607e-63
ENSMUSG00000092035.8	1278.67997206732	1.65269033739606	0.0971103974258763	17.0186754580791	5.97060289134457e-65	7.14077163243309e-63
ENSMUSG00000044641.7	261.915069638417	3.06384525816295	0.180500991484113	16.9741187179718	1.27656204516892e-64	1.51792819833352e-62
ENSMUSG00000042306.11	630.453503997946	8.64501777493659	0.50947707775399	16.9684135997792	1.40681391125483e-64	1.66319361887489e-62
ENSMUSG00000002228.7	223.320954409164	3.8821001175031	0.229267541573472	16.9326198155225	2.5860920175227e-64	3.03991422242626e-62
ENSMUSG00000014602.15	2019.16306136891	-1.76848648225685	0.104457269746563	-16.9302384271349	2.69287085210841e-64	3.14744581242739e-62
ENSMUSG00000003032.8	4261.88615402938	1.96331937178322	0.116372029728044	16.871058933761	7.34674381491006e-64	8.53841056590479e-62
ENSMUSG00000021895.10	496.019834725346	2.49573034623046	0.148022065204862	16.8605291567604	8.779946022899e-64	1.01467567211829e-61
ENSMUSG00000035834.11	514.358907716671	2.90208886644672	0.172131313466705	16.8597381150413	8.89824371995706e-64	1.02260207577227e-61
ENSMUSG00000001552.14	3489.71386276331	2.21696639033033	0.131631507616596	16.8422168101858	1.19668175771428e-63	1.3676078021078e-61
ENSMUSG00000000889.8	214.463031254453	5.37137621756587	0.318994114860468	16.8384806093221	1.27467567332715e-63	1.44869355116092e-61
ENSMUSG00000018411.17	208.53549313286	5.12662698330969	0.306354706850169	16.7342850254199	7.37372204835396e-63	8.33433166245546e-61
ENSMUSG00000028392.15	252.150061610595	6.38188459047509	0.381592783660243	16.7243324919826	8.71470953487364e-63	9.79619070174238e-61
ENSMUSG00000078670.3	280.601116284439	2.7451641568946	0.164715944743273	16.6660499150415	2.31389532870363e-62	2.58690982645447e-60
ENSMUSG00000021696.9	290.451081069398	3.58450611701129	0.215316437711487	16.6476194530691	3.14880871809516e-62	3.50130508864516e-60
ENSMUSG00000092416.2	686.199857466436	3.22316305498383	0.193904923107366	16.6223889694598	4.79819276320644e-62	5.30664641569461e-60
ENSMUSG00000024222.17	716.999845182811	2.07177785033691	0.125044293113984	16.5683518915044	1.18016292443007e-61	1.2982423271899e-59
ENSMUSG00000036553.16	199.947937569427	3.45784237997384	0.209036102982824	16.5418429191534	1.83326934504283e-61	2.00596721791893e-59
ENSMUSG00000029168.14	502.045478442602	8.30741524455381	0.502516292631681	16.5316336333053	2.17176917526363e-61	2.36378114837821e-59
ENSMUSG00000028518.8	677.352679664248	2.58420361937459	0.156325650953281	16.5308994628584	2.19838496216931e-61	2.3801566871992e-59
ENSMUSG00000054423.14	188.593288023052	4.34168043122087	0.263230658456887	16.4938250607764	4.06387932989e-61	4.37686186885692e-59
ENSMUSG00000074743.4	2448.4504095381	-1.55237644701697	0.0942646158554091	-16.4682838086153	6.20045894486483e-61	6.64321046639658e-59
ENSMUSG00000041605.16	253.139078591708	2.9790554037438	0.181554757041301	16.4085780636753	1.66048988983826e-60	1.76984132247994e-58
ENSMUSG00000025558.19	2020.39782485613	1.87218299537767	0.11410017295335	16.4082397679022	1.66976689926246e-60	1.77055540642929e-58
ENSMUSG00000092060.4	257.639583498463	4.21867170525102	0.257234412540002	16.4001062828053	1.90903777404484e-60	2.01388800255776e-58
ENSMUSG00000030091.17	476.465619395393	8.23960164499347	0.502738714756457	16.3894313350922	2.27563468005478e-60	2.38837147976566e-58
ENSMUSG00000062151.13	662.22058176455	2.27313201063543	0.138966460662891	16.3574145861688	3.85135044974577e-60	4.02163096963047e-58
ENSMUSG00000030411.16	248.41369401693	3.40837570116073	0.209637548708139	16.2584218436265	1.94688320639423e-59	2.022693658522e-57
ENSMUSG00000029246.14	856.856148325899	2.04862737719526	0.126098681413971	16.2462236260012	2.37553834105149e-59	2.45563815144573e-57
ENSMUSG00000039462.4	1585.42549693131	-1.92475916891384	0.118626908329594	-16.2253168022055	3.3398990451123e-59	3.43525316285025e-57
ENSMUSG00000035773.6	190.942776102767	4.49169816972361	0.27703514733296	16.2134596023846	4.05107672301991e-59	4.14600493876829e-57
ENSMUSG00000038530.11	262.915871445396	-3.15310510598893	0.195196627561441	-16.1534814683027	1.07329176265074e-58	1.09300420046972e-56
ENSMUSG00000044393.15	295.158118543281	7.12513179848687	0.441139063981627	16.1516682158613	1.10531509566305e-58	1.12007077994505e-56
ENSMUSG00000049969.3	500.234070631447	2.14757493935654	0.133098896801787	16.1351821161579	1.44381093667261e-58	1.45591346952413e-56
ENSMUSG00000049044.16	208.658038325944	5.7374974943415	0.355838119887442	16.1238978447738	1.73323660959513e-58	1.73923952663324e-56
ENSMUSG00000078695.8	417.111759601257	2.50786451459488	0.155712863683853	16.1056990107551	2.32653925409586e-58	2.32326402893232e-56
ENSMUSG00000026496.11	1906.55637073741	1.65738155065331	0.102931290704806	16.1018242295871	2.4769283143728e-58	2.46149238429773e-56
